PPN01478	GPAL|GPLIN_001293100	GROS|GROS_g04709.t1
PPN06660	GPAL|GPLIN_000649600	GROS|GROS_g01281.t1
PPN06661	GPAL|GPLIN_000546800	GROS|GROS_g01280.t1
PPN06662	GPAL|GPLIN_001456400	GROS|GROS_g01373.t1
PPN06663	GPAL|GPLIN_000340500	GROS|GROS_g07753.t1
PPN12405	GPAL|GPLIN_000914100	GROS|GROS_g12005.t1
PPN12404	GPAL|GPLIN_000913800	GROS|GROS_g08377.t1
PPN12407	GPAL|GPLIN_000914700	GROS|GROS_g05289.t1
PPN12406	GPAL|GPLIN_000914200	GROS|GROS_g12004.t1
PPN06918	GPAL|GPLIN_000095500	GROS|GROS_g12631.t1
PPN12401	GPAL|GPLIN_000912500	GROS|GROS_g03994.t1
PPN06919	GPAL|GPLIN_000103900	GROS|GROS_g01247.t1
PPN12400	GPAL|GPLIN_000911000	GROS|GROS_g12368.t1
PPN01013	GPAL|GPLIN_000170400	GROS|GROS_g03124.t1
PPN06915	GPAL|GPLIN_000076600	GROS|GROS_g01973.t1
PPN11848	GPAL|GPLIN_000460500	GROS|GROS_g09974.t1
PPN11844	GPAL|GPLIN_000457000	GROS|GROS_g10503.t1
PPN11845	GPAL|GPLIN_000458800	GROS|GROS_g05522.t1
PPN11846	GPAL|GPLIN_000459100	GROS|GROS_g09861.t1
PPN11840	GPAL|GPLIN_000449000	GROS|GROS_g09354.t1
PPN11841	GPAL|GPLIN_000449900	GROS|GROS_g09339.t1
PPN11842	GPAL|GPLIN_000454600	GROS|GROS_g00116.t1
PPN11843	GPAL|GPLIN_000455700	GROS|GROS_g02942.t1
PPN03568	GPAL|GPLIN_000071700	GROS|GROS_g02241.t1
PPN03569	GPAL|GPLIN_000071800	GROS|GROS_g02240.t1
PPN03566	GPAL|GPLIN_001275200	GROS|GROS_g10900.t1
PPN12317	GPAL|GPLIN_000843100	GROS|GROS_g11525.t1
PPN02749	GPAL|GPLIN_000995300	GROS|GROS_g00059.t1
PPN02748	GPAL|GPLIN_000089200	GROS|GROS_g05660.t1
PPN02747	GPAL|GPLIN_001243800	GROS|GROS_g12000.t1
PPN02746	GPAL|GPLIN_000484400	GROS|GROS_g05028.t1
PPN02745	GPAL|GPLIN_000729600	GROS|GROS_g00272.t1
PPN02744	GPAL|GPLIN_000222900	GROS|GROS_g04811.t1
PPN02743	GPAL|GPLIN_000675700	GROS|GROS_g01928.t1
PPN02742	GPAL|GPLIN_000605600	GROS|GROS_g02103.t1
PPN02741	GPAL|GPLIN_000305600	GROS|GROS_g01446.t1
PPN02740	GPAL|GPLIN_001003600	GROS|GROS_g09725.t1
PPN00457	GPAL|GPLIN_000088700	GROS|GROS_g09144.t1
PPN06888	GPAL|GPLIN_000885300	GROS|GROS_g02484.t1
PPN06889	GPAL|GPLIN_000715200	GROS|GROS_g00748.t1
PPN11263	GPAL|GPLIN_000293700	GROS|GROS_g09961.t1
PPN04152	GPAL|GPLIN_000461800	GROS|GROS_g11422.t1
PPN04153	GPAL|GPLIN_000127900	GROS|GROS_g04965.t1
PPN06169	GPAL|GPLIN_000032600	GROS|GROS_g12284.t1
PPN01058	GPAL|GPLIN_000257900	GROS|GROS_g04417.t1
PPN01056	GPAL|GPLIN_001046900	GROS|GROS_g04739.t1
PPN01057	GPAL|GPLIN_000942600	GROS|GROS_g08259.t1
PPN01052	GPAL|GPLIN_000388400	GROS|GROS_g01802.t1
PPN01053	GPAL|GPLIN_000187000	GROS|GROS_g06856.t1
PPN08629	GPAL|GPLIN_001610400	GROS|GROS_g00927.t1
PPN06164	GPAL|GPLIN_000924300	GROS|GROS_g09403.t1
PPN06163	GPAL|GPLIN_001613700	GROS|GROS_g12607.t1
PPN12909	GPAL|GPLIN_001385200	GROS|GROS_g09681.t1
PPN06162	GPAL|GPLIN_000192200	GROS|GROS_g12713.t1
PPN03906	GPAL|GPLIN_001267800	GROS|GROS_g00142.t1
PPN03907	GPAL|GPLIN_000603200	GROS|GROS_g03811.t1
PPN03904	GPAL|GPLIN_000859200	GROS|GROS_g06260.t1
PPN03905	GPAL|GPLIN_000103000	GROS|GROS_g01253.t1
PPN03902	GPAL|GPLIN_001010200	GROS|GROS_g12235.t1
PPN03903	GPAL|GPLIN_001160400	GROS|GROS_g07572.t1
PPN03900	GPAL|GPLIN_000095400	GROS|GROS_g12630.t1
PPN03901	GPAL|GPLIN_000622000	GROS|GROS_g01887.t1
PPN12766	GPAL|GPLIN_001232400	GROS|GROS_g09165.t1
PPN12760	GPAL|GPLIN_001229500	GROS|GROS_g04282.t1
PPN12761	GPAL|GPLIN_001230100	GROS|GROS_g10274.t1
PPN03909	GPAL|GPLIN_000447400	GROS|GROS_g07483.t1
PPN08513	GPAL|GPLIN_001034300	GROS|GROS_g01164.t1
PPN08487	GPAL|GPLIN_000064500	GROS|GROS_g10880.t1
PPN04156	GPAL|GPLIN_000869800	GROS|GROS_g13651.t1
PPN08958	GPAL|GPLIN_000118300	GROS|GROS_g09485.t1
PPN08959	GPAL|GPLIN_000122900	GROS|GROS_g09364.t1
PPN08489	GPAL|GPLIN_000844700	GROS|GROS_g04593.t1
PPN01500	GPAL|GPLIN_001173900	GROS|GROS_g09329.t1
PPN04021	GPAL|GPLIN_001226800	GROS|GROS_g07257.t1
PPN08518	GPAL|GPLIN_000617000	GROS|GROS_g03986.t1
PPN08519	GPAL|GPLIN_000140900	GROS|GROS_g05891.t1
PPN04023	GPAL|GPLIN_001300900	GROS|GROS_g10935.t1
PPN01468	GPAL|GPLIN_000367500	GROS|GROS_g00703.t1
PPN01464	GPAL|GPLIN_000347500	GROS|GROS_g05101.t1
PPN01463	GPAL|GPLIN_001113100	GROS|GROS_g04535.t1
PPN01462	GPAL|GPLIN_000216100	GROS|GROS_g07391.t1
PPN01461	GPAL|GPLIN_000703300	GROS|GROS_g06249.t1
PPN01460	GPAL|GPLIN_000006500	GROS|GROS_g08565.t1
PPN04027	GPAL|GPLIN_001100300	GROS|GROS_g05137.t1
PPN04028	GPAL|GPLIN_001521600	GROS|GROS_g03533.t1
PPN11647	GPAL|GPLIN_000290800	GROS|GROS_g12212.t1
PPN04029	GPAL|GPLIN_000053900	GROS|GROS_g03442.t1
PPN12188	GPAL|GPLIN_000734000	GROS|GROS_g01091.t1
PPN12189	GPAL|GPLIN_000734700	GROS|GROS_g01099.t1
PPN12180	GPAL|GPLIN_000724800	GROS|GROS_g09087.t1
PPN12181	GPAL|GPLIN_000725800	GROS|GROS_g13490.t1
PPN12182	GPAL|GPLIN_000727500	GROS|GROS_g08727.t1
PPN12183	GPAL|GPLIN_000728200	GROS|GROS_g07633.t1
PPN12184	GPAL|GPLIN_000730500	GROS|GROS_g07569.t1
PPN12185	GPAL|GPLIN_000731000	GROS|GROS_g12387.t1
PPN12186	GPAL|GPLIN_000733300	GROS|GROS_g09692.t1
PPN12187	GPAL|GPLIN_000733500	GROS|GROS_g01082.t1
PPN02546	GPAL|GPLIN_001152200	GROS|GROS_g11263.t1
PPN12980	GPAL|GPLIN_001513600	GROS|GROS_g03817.t1
PPN12981	GPAL|GPLIN_001515900	GROS|GROS_g13921.t1
PPN12982	GPAL|GPLIN_001517800	GROS|GROS_g10272.t1
PPN12983	GPAL|GPLIN_001517900	GROS|GROS_g05117.t1
PPN12984	GPAL|GPLIN_001518300	GROS|GROS_g10611.t1
PPN12985	GPAL|GPLIN_001518700	GROS|GROS_g08008.t1
PPN12987	GPAL|GPLIN_001519700	GROS|GROS_g10012.t1
PPN12988	GPAL|GPLIN_001519900	GROS|GROS_g11110.t1
PPN12989	GPAL|GPLIN_001521300	GROS|GROS_g08626.t1
PPN07108	GPAL|GPLIN_001384100	GROS|GROS_g05765.t1
PPN07109	GPAL|GPLIN_001384300	GROS|GROS_g00593.t1
PPN12253	GPAL|GPLIN_000784200	GROS|GROS_g01969.t1
PPN04811	GPAL|GPLIN_000506400	GROS|GROS_g05005.t1
PPN04810	GPAL|GPLIN_001421900	GROS|GROS_g00267.t1
PPN04813	GPAL|GPLIN_000120200	GROS|GROS_g02406.t1
PPN04812	GPAL|GPLIN_000489700	GROS|GROS_g00241.t1
PPN04815	GPAL|GPLIN_000935300	GROS|GROS_g03787.t1
PPN04814	GPAL|GPLIN_001384200	GROS|GROS_g00592.t1
PPN04816	GPAL|GPLIN_000253400	GROS|GROS_g05763.t1
PPN04819	GPAL|GPLIN_000729100	GROS|GROS_g00278.t1
PPN04818	GPAL|GPLIN_000305700	GROS|GROS_g01445.t1
PPN05848	GPAL|GPLIN_000550600	GROS|GROS_g06508.t1
PPN11674	GPAL|GPLIN_000319400	GROS|GROS_g11121.t1
PPN11453	GPAL|GPLIN_000126700	GROS|GROS_g05784.t1
PPN11452	GPAL|GPLIN_000126400	GROS|GROS_g13878.t1
PPN11451	GPAL|GPLIN_000124900	GROS|GROS_g04056.t1
PPN11450	GPAL|GPLIN_000123700	GROS|GROS_g09357.t1
PPN11457	GPAL|GPLIN_000128700	GROS|GROS_g08583.t1
PPN11456	GPAL|GPLIN_000128400	GROS|GROS_g09871.t1
PPN11454	GPAL|GPLIN_000126800	GROS|GROS_g05787.t1
PPN11989	GPAL|GPLIN_000573900	GROS|GROS_g00163.t1
PPN11988	GPAL|GPLIN_000573300	GROS|GROS_g00155.t1
PPN11459	GPAL|GPLIN_000129300	GROS|GROS_g04605.t1
PPN11458	GPAL|GPLIN_000128900	GROS|GROS_g08582.t1
PPN06380	GPAL|GPLIN_000168500	GROS|GROS_g06678.t1
PPN12904	GPAL|GPLIN_001379800	GROS|GROS_g09115.t1
PPN03351	GPAL|GPLIN_000173400	GROS|GROS_g11565.t1
PPN03359	GPAL|GPLIN_000499300	GROS|GROS_g05456.t1
PPN02080	GPAL|GPLIN_000571000	GROS|GROS_g03362.t1
PPN02081	GPAL|GPLIN_000116900	GROS|GROS_g06131.t1
PPN02082	GPAL|GPLIN_001342400	GROS|GROS_g05799.t1
PPN02083	GPAL|GPLIN_000347400	GROS|GROS_g05102.t1
PPN06633	GPAL|GPLIN_000588300	GROS|GROS_g06112.t1
PPN03688	GPAL|GPLIN_000277000	GROS|GROS_g08515.t1
PPN03681	GPAL|GPLIN_000106200	GROS|GROS_g05081.t1
PPN03680	GPAL|GPLIN_000840500	GROS|GROS_g09942.t1
PPN03683	GPAL|GPLIN_000816700	GROS|GROS_g02673.t1
PPN03682	GPAL|GPLIN_000106100	GROS|GROS_g05082.t1
PPN03177	GPAL|GPLIN_000971700	GROS|GROS_g00187.t1
PPN08553	GPAL|GPLIN_000661400	GROS|GROS_g01664.t1
PPN06631	GPAL|GPLIN_001112600	GROS|GROS_g09416.t1
PPN11344	GPAL|GPLIN_000026000	GROS|GROS_g11032.t1
PPN06630	GPAL|GPLIN_001047300	GROS|GROS_g04861.t1
PPN12789	GPAL|GPLIN_001252700	GROS|GROS_g12092.t1
PPN12888	GPAL|GPLIN_001364200	GROS|GROS_g00582.t1
PPN02228	GPAL|GPLIN_001175300	GROS|GROS_g03726.t1
PPN02229	GPAL|GPLIN_001175700	GROS|GROS_g03728.t1
PPN02558	GPAL|GPLIN_000859600	GROS|GROS_g05250.t1
PPN02559	GPAL|GPLIN_001175100	GROS|GROS_g03724.t1
PPN02220	GPAL|GPLIN_001297200	GROS|GROS_g08282.t1
PPN02221	GPAL|GPLIN_001224000	GROS|GROS_g08285.t1
PPN02222	GPAL|GPLIN_001090300	GROS|GROS_g12602.t1
PPN02223	GPAL|GPLIN_000643200	GROS|GROS_g11250.t1
PPN02224	GPAL|GPLIN_000947400	GROS|GROS_g02731.t1
PPN02225	GPAL|GPLIN_000083700	GROS|GROS_g13264.t1
PPN02226	GPAL|GPLIN_001393600	GROS|GROS_g06728.t1
PPN02227	GPAL|GPLIN_000537500	GROS|GROS_g03720.t1
PPN05023	GPAL|GPLIN_001144400	GROS|GROS_g01609.t1
PPN05027	GPAL|GPLIN_001349500	GROS|GROS_g09380.t1
PPN05025	GPAL|GPLIN_001203600	GROS|GROS_g02338.t1
PPN05024	GPAL|GPLIN_001202500	GROS|GROS_g02362.t1
PPN12328	GPAL|GPLIN_000850100	GROS|GROS_g04745.t1
PPN12329	GPAL|GPLIN_000850700	GROS|GROS_g08786.t1
PPN12882	GPAL|GPLIN_001353100	GROS|GROS_g09119.t1
PPN06634	GPAL|GPLIN_000384500	GROS|GROS_g09933.t1
PPN12884	GPAL|GPLIN_001355500	GROS|GROS_g09111.t1
PPN12320	GPAL|GPLIN_000845300	GROS|GROS_g08925.t1
PPN12786	GPAL|GPLIN_001249000	GROS|GROS_g11377.t1
PPN12321	GPAL|GPLIN_000845500	GROS|GROS_g02991.t1
PPN12296	GPAL|GPLIN_000828100	GROS|GROS_g02809.t1
PPN04193	GPAL|GPLIN_001606300	GROS|GROS_g02302.t1
PPN12373	GPAL|GPLIN_000891400	GROS|GROS_g12648.t1
PPN12372	GPAL|GPLIN_000891200	GROS|GROS_g12650.t1
PPN12371	GPAL|GPLIN_000891000	GROS|GROS_g09153.t1
PPN12370	GPAL|GPLIN_000890900	GROS|GROS_g13029.t1
PPN08817	GPAL|GPLIN_000921200	GROS|GROS_g05947.t1
PPN12376	GPAL|GPLIN_000893900	GROS|GROS_g05996.t1
PPN12375	GPAL|GPLIN_000893600	GROS|GROS_g10344.t1
PPN12379	GPAL|GPLIN_000896300	GROS|GROS_g13679.t1
PPN12378	GPAL|GPLIN_000895600	GROS|GROS_g12106.t1
PPN12297	GPAL|GPLIN_000828700	GROS|GROS_g03353.t1
PPN13027	GPAL|GPLIN_001640000	GROS|GROS_g07686.t1
PPN12298	GPAL|GPLIN_000828800	GROS|GROS_g08875.t1
PPN12299	GPAL|GPLIN_000829300	GROS|GROS_g09189.t1
PPN12630	GPAL|GPLIN_001112300	GROS|GROS_g06862.t1
PPN05446	GPAL|GPLIN_001457600	GROS|GROS_g05017.t1
PPN09122	GPAL|GPLIN_000978800	GROS|GROS_g02582.t1
PPN04318	GPAL|GPLIN_000858600	GROS|GROS_g12041.t1
PPN04319	GPAL|GPLIN_000374400	GROS|GROS_g02859.t1
PPN04648	GPAL|GPLIN_000772900	GROS|GROS_g00762.t1
PPN04649	GPAL|GPLIN_000565900	GROS|GROS_g08086.t1
PPN09123	GPAL|GPLIN_000989000	GROS|GROS_g01748.t1
PPN04644	GPAL|GPLIN_000274600	GROS|GROS_g06700.t1
PPN04645	GPAL|GPLIN_000295400	GROS|GROS_g02061.t1
PPN04310	GPAL|GPLIN_001234500	GROS|GROS_g04768.t1
PPN04647	GPAL|GPLIN_000649100	GROS|GROS_g08857.t1
PPN04640	GPAL|GPLIN_001303800	GROS|GROS_g08619.t1
PPN04641	GPAL|GPLIN_000291500	GROS|GROS_g07983.t1
PPN04642	GPAL|GPLIN_001234400	GROS|GROS_g05401.t1
PPN04643	GPAL|GPLIN_000901400	GROS|GROS_g11877.t1
PPN09121	GPAL|GPLIN_000976900	GROS|GROS_g04790.t1
PPN09126	GPAL|GPLIN_001018500	GROS|GROS_g01414.t1
PPN09124	GPAL|GPLIN_000990500	GROS|GROS_g13407.t1
PPN12309	GPAL|GPLIN_000832600	GROS|GROS_g08307.t1
PPN09125	GPAL|GPLIN_000994900	GROS|GROS_g00067.t1
PPN06642	GPAL|GPLIN_000419700	GROS|GROS_g10733.t1
PPN06643	GPAL|GPLIN_001080700	GROS|GROS_g12848.t1
PPN06640	GPAL|GPLIN_000994600	GROS|GROS_g00071.t1
PPN06641	GPAL|GPLIN_001144000	GROS|GROS_g07241.t1
PPN06646	GPAL|GPLIN_001638800	GROS|GROS_g08831.t1
PPN06644	GPAL|GPLIN_000004400	GROS|GROS_g03067.t1
PPN06645	GPAL|GPLIN_000071000	GROS|GROS_g02247.t1
PPN06648	GPAL|GPLIN_000815300	GROS|GROS_g02693.t1
PPN12129	GPAL|GPLIN_000684100	GROS|GROS_g08647.t1
PPN12631	GPAL|GPLIN_001113000	GROS|GROS_g04534.t1
PPN08656	GPAL|GPLIN_000442000	GROS|GROS_g09307.t1
PPN11860	GPAL|GPLIN_000476300	GROS|GROS_g11277.t1
PPN11861	GPAL|GPLIN_000476800	GROS|GROS_g09989.t1
PPN11866	GPAL|GPLIN_000480500	GROS|GROS_g08803.t1
PPN11867	GPAL|GPLIN_000482600	GROS|GROS_g11114.t1
PPN11864	GPAL|GPLIN_000477400	GROS|GROS_g09050.t1
PPN11868	GPAL|GPLIN_000482800	GROS|GROS_g11116.t1
PPN11869	GPAL|GPLIN_000483600	GROS|GROS_g05725.t1
PPN00819	GPAL|GPLIN_000369400	GROS|GROS_g03325.t1
PPN00811	GPAL|GPLIN_000708500	GROS|GROS_g00851.t1
PPN00812	GPAL|GPLIN_001340500	GROS|GROS_g11062.t1
PPN11485	GPAL|GPLIN_000163600	GROS|GROS_g06475.t1
PPN03546	GPAL|GPLIN_001325800	GROS|GROS_g01837.t1
PPN03547	GPAL|GPLIN_000357600	GROS|GROS_g08744.t1
PPN03545	GPAL|GPLIN_001154400	GROS|GROS_g00535.t1
PPN03542	GPAL|GPLIN_000600900	GROS|GROS_g03837.t1
PPN04932	GPAL|GPLIN_000993400	GROS|GROS_g03290.t1
PPN04241	GPAL|GPLIN_001164600	GROS|GROS_g02659.t1
PPN04242	GPAL|GPLIN_001164400	GROS|GROS_g02657.t1
PPN02760	GPAL|GPLIN_000287500	GROS|GROS_g08407.t1
PPN04244	GPAL|GPLIN_001272300	GROS|GROS_g03600.t1
PPN04245	GPAL|GPLIN_000548700	GROS|GROS_g06191.t1
PPN06832	GPAL|GPLIN_001071400	GROS|GROS_g03883.t1
PPN04246	GPAL|GPLIN_000251800	GROS|GROS_g03140.t1
PPN01794	GPAL|GPLIN_000257400	GROS|GROS_g04414.t1
PPN06835	GPAL|GPLIN_001229800	GROS|GROS_g04865.t1
PPN04935	GPAL|GPLIN_001173600	GROS|GROS_g09332.t1
PPN06834	GPAL|GPLIN_000498300	GROS|GROS_g05467.t1
PPN06837	GPAL|GPLIN_000469800	GROS|GROS_g04567.t1
PPN01791	GPAL|GPLIN_001477500	GROS|GROS_g00579.t1
PPN01790	GPAL|GPLIN_000204300	GROS|GROS_g00454.t1
PPN11482	GPAL|GPLIN_000156200	GROS|GROS_g01488.t1
PPN01035	GPAL|GPLIN_000497500	GROS|GROS_g09904.t1
PPN01036	GPAL|GPLIN_000131400	GROS|GROS_g04293.t1
PPN11483	GPAL|GPLIN_000156500	GROS|GROS_g09557.t1
PPN03968	GPAL|GPLIN_000450900	GROS|GROS_g12807.t1
PPN03969	GPAL|GPLIN_000536900	GROS|GROS_g10392.t1
PPN03964	GPAL|GPLIN_000319200	GROS|GROS_g11124.t1
PPN03965	GPAL|GPLIN_000173900	GROS|GROS_g12549.t1
PPN03966	GPAL|GPLIN_000541400	GROS|GROS_g00195.t1
PPN03967	GPAL|GPLIN_000319600	GROS|GROS_g11119.t1
PPN03960	GPAL|GPLIN_000541500	GROS|GROS_g00194.t1
PPN03961	GPAL|GPLIN_000319100	GROS|GROS_g11125.t1
PPN03962	GPAL|GPLIN_001139600	GROS|GROS_g00685.t1
PPN03963	GPAL|GPLIN_001024300	GROS|GROS_g03393.t1
PPN12748	GPAL|GPLIN_001217700	GROS|GROS_g06606.t1
PPN12749	GPAL|GPLIN_001217800	GROS|GROS_g13128.t1
PPN08979	GPAL|GPLIN_000204400	GROS|GROS_g00453.t1
PPN08952	GPAL|GPLIN_000095300	GROS|GROS_g12627.t1
PPN08973	GPAL|GPLIN_000159000	GROS|GROS_g12143.t1
PPN08970	GPAL|GPLIN_000148500	GROS|GROS_g06290.t1
PPN08971	GPAL|GPLIN_000151600	GROS|GROS_g02131.t1
PPN08977	GPAL|GPLIN_000190600	GROS|GROS_g00321.t1
PPN06692	GPAL|GPLIN_001104000	GROS|GROS_g12126.t1
PPN06062	GPAL|GPLIN_000629500	GROS|GROS_g05778.t1
PPN06063	GPAL|GPLIN_000490800	GROS|GROS_g00250.t1
PPN06060	GPAL|GPLIN_000870000	GROS|GROS_g13650.t1
PPN01447	GPAL|GPLIN_000341000	GROS|GROS_g08374.t1
PPN01443	GPAL|GPLIN_000823700	GROS|GROS_g02080.t1
PPN01442	GPAL|GPLIN_000499000	GROS|GROS_g05459.t1
PPN01449	GPAL|GPLIN_000192400	GROS|GROS_g03992.t1
PPN06064	GPAL|GPLIN_000765800	GROS|GROS_g06936.t1
PPN08477	GPAL|GPLIN_001250500	GROS|GROS_g07048.t1
PPN06069	GPAL|GPLIN_000271100	GROS|GROS_g01007.t1
PPN11488	GPAL|GPLIN_000164700	GROS|GROS_g08825.t1
PPN08474	GPAL|GPLIN_001370000	GROS|GROS_g09322.t1
PPN08471	GPAL|GPLIN_001365500	GROS|GROS_g07265.t1
PPN08470	GPAL|GPLIN_000859400	GROS|GROS_g10848.t1
PPN11489	GPAL|GPLIN_000164900	GROS|GROS_g08821.t1
PPN06451	GPAL|GPLIN_000098500	GROS|GROS_g07059.t1
PPN06750	GPAL|GPLIN_000191000	GROS|GROS_g00282.t1
PPN04780	GPAL|GPLIN_000769500	GROS|GROS_g04117.t1
PPN04783	GPAL|GPLIN_001419300	GROS|GROS_g05371.t1
PPN04782	GPAL|GPLIN_000721400	GROS|GROS_g02611.t1
PPN04785	GPAL|GPLIN_000984500	GROS|GROS_g08473.t1
PPN04784	GPAL|GPLIN_000376100	GROS|GROS_g10656.t1
PPN04787	GPAL|GPLIN_000070400	GROS|GROS_g02252.t1
PPN04786	GPAL|GPLIN_001052200	GROS|GROS_g14289.t1
PPN04789	GPAL|GPLIN_000634300	GROS|GROS_g07161.t1
PPN04788	GPAL|GPLIN_000878200	GROS|GROS_g00543.t1
PPN08478	GPAL|GPLIN_000201300	GROS|GROS_g07965.t1
PPN00310	GPAL|GPLIN_000652900	GROS|GROS_g12834.t1
PPN00318	GPAL|GPLIN_000273500	GROS|GROS_g08202.t1
PPN04877	GPAL|GPLIN_000680100	GROS|GROS_g02946.t1
PPN04876	GPAL|GPLIN_000681300	GROS|GROS_g03006.t1
PPN04875	GPAL|GPLIN_001382200	GROS|GROS_g00618.t1
PPN04872	GPAL|GPLIN_000586900	GROS|GROS_g09767.t1
PPN04871	GPAL|GPLIN_000288300	GROS|GROS_g05491.t1
PPN04870	GPAL|GPLIN_000354600	GROS|GROS_g13685.t1
PPN04879	GPAL|GPLIN_000219800	GROS|GROS_g06581.t1
PPN04878	GPAL|GPLIN_000817400	GROS|GROS_g02664.t1
PPN06754	GPAL|GPLIN_000472600	GROS|GROS_g11572.t1
PPN06755	GPAL|GPLIN_000967100	GROS|GROS_g11860.t1
PPN03379	GPAL|GPLIN_000478700	GROS|GROS_g10702.t1
PPN03371	GPAL|GPLIN_001241400	GROS|GROS_g00401.t1
PPN03372	GPAL|GPLIN_000468800	GROS|GROS_g04578.t1
PPN03375	GPAL|GPLIN_000425300	GROS|GROS_g11233.t1
PPN03374	GPAL|GPLIN_000469400	GROS|GROS_g04571.t1
PPN03376	GPAL|GPLIN_000982300	GROS|GROS_g06851.t1
PPN06786	GPAL|GPLIN_000236600	GROS|GROS_g13086.t1
PPN06785	GPAL|GPLIN_001433800	GROS|GROS_g12946.t1
PPN06784	GPAL|GPLIN_000945500	GROS|GROS_g02707.t1
PPN06783	GPAL|GPLIN_000946200	GROS|GROS_g02717.t1
PPN06782	GPAL|GPLIN_000715600	GROS|GROS_g00740.t1
PPN06781	GPAL|GPLIN_001082500	GROS|GROS_g07735.t1
PPN06780	GPAL|GPLIN_000246100	GROS|GROS_g02702.t1
PPN06789	GPAL|GPLIN_000013800	GROS|GROS_g02524.t1
PPN06788	GPAL|GPLIN_000547200	GROS|GROS_g06172.t1
PPN11479	GPAL|GPLIN_000153600	GROS|GROS_g08800.t1
PPN11478	GPAL|GPLIN_000153300	GROS|GROS_g08798.t1
PPN11471	GPAL|GPLIN_000148300	GROS|GROS_g06288.t1
PPN11470	GPAL|GPLIN_000146800	GROS|GROS_g04228.t1
PPN11473	GPAL|GPLIN_000150200	GROS|GROS_g02148.t1
PPN11475	GPAL|GPLIN_000152500	GROS|GROS_g02123.t1
PPN11474	GPAL|GPLIN_000152200	GROS|GROS_g02126.t1
PPN11477	GPAL|GPLIN_000153200	GROS|GROS_g08797.t1
PPN11476	GPAL|GPLIN_000152700	GROS|GROS_g11411.t1
PPN09038	GPAL|GPLIN_000577900	GROS|GROS_g04712.t1
PPN09039	GPAL|GPLIN_000583600	GROS|GROS_g09520.t1
PPN09034	GPAL|GPLIN_000566800	GROS|GROS_g05621.t1
PPN09035	GPAL|GPLIN_000573200	GROS|GROS_g00154.t1
PPN09036	GPAL|GPLIN_000576400	GROS|GROS_g14248.t1
PPN09037	GPAL|GPLIN_000577800	GROS|GROS_g04711.t1
PPN09030	GPAL|GPLIN_000551900	GROS|GROS_g07945.t1
PPN09033	GPAL|GPLIN_000565100	GROS|GROS_g12894.t1
PPN12535	GPAL|GPLIN_001019200	GROS|GROS_g11681.t1
PPN08788	GPAL|GPLIN_001566100	GROS|GROS_g08009.t1
PPN08785	GPAL|GPLIN_001392200	GROS|GROS_g06212.t1
PPN08787	GPAL|GPLIN_000230000	GROS|GROS_g06031.t1
PPN08786	GPAL|GPLIN_000185800	GROS|GROS_g12772.t1
PPN08781	GPAL|GPLIN_000498100	GROS|GROS_g05470.t1
PPN08782	GPAL|GPLIN_000606100	GROS|GROS_g02110.t1
PPN00550	GPAL|GPLIN_000447200	GROS|GROS_g07481.t1
PPN06921	GPAL|GPLIN_000123200	GROS|GROS_g13676.t1
PPN06920	GPAL|GPLIN_000120800	GROS|GROS_g02411.t1
PPN06927	GPAL|GPLIN_000138800	GROS|GROS_g07800.t1
PPN06926	GPAL|GPLIN_000135400	GROS|GROS_g05926.t1
PPN06925	GPAL|GPLIN_000128300	GROS|GROS_g09870.t1
PPN06924	GPAL|GPLIN_000127300	GROS|GROS_g05227.t1
PPN12815	GPAL|GPLIN_001280500	GROS|GROS_g12342.t1
PPN02208	GPAL|GPLIN_000001100	GROS|GROS_g07000.t1
PPN02209	GPAL|GPLIN_000247600	GROS|GROS_g03175.t1
PPN02206	GPAL|GPLIN_001108000	GROS|GROS_g05061.t1
PPN02207	GPAL|GPLIN_000732000	GROS|GROS_g05043.t1
PPN02204	GPAL|GPLIN_000386700	GROS|GROS_g07525.t1
PPN02205	GPAL|GPLIN_000982200	GROS|GROS_g06852.t1
PPN02203	GPAL|GPLIN_001015400	GROS|GROS_g12296.t1
PPN02200	GPAL|GPLIN_001130200	GROS|GROS_g12404.t1
PPN02201	GPAL|GPLIN_000996500	GROS|GROS_g07681.t1
PPN05001	GPAL|GPLIN_000053600	GROS|GROS_g03444.t1
PPN05000	GPAL|GPLIN_000733200	GROS|GROS_g08629.t1
PPN05003	GPAL|GPLIN_000947000	GROS|GROS_g02727.t1
PPN05002	GPAL|GPLIN_000053500	GROS|GROS_g03445.t1
PPN05005	GPAL|GPLIN_000999600	GROS|GROS_g09031.t1
PPN05004	GPAL|GPLIN_000147500	GROS|GROS_g04220.t1
PPN05007	GPAL|GPLIN_001001500	GROS|GROS_g01122.t1
PPN05006	GPAL|GPLIN_000449100	GROS|GROS_g09353.t1
PPN05008	GPAL|GPLIN_000039500	GROS|GROS_g03469.t1
PPN12536	GPAL|GPLIN_001020200	GROS|GROS_g11021.t1
PPN11288	GPAL|GPLIN_000566300	GROS|GROS_g00940.t1
PPN12531	GPAL|GPLIN_001016300	GROS|GROS_g10832.t1
PPN12653	GPAL|GPLIN_001134200	GROS|GROS_g00358.t1
PPN12359	GPAL|GPLIN_000885500	GROS|GROS_g02486.t1
PPN12358	GPAL|GPLIN_000885200	GROS|GROS_g02483.t1
PPN12351	GPAL|GPLIN_000875500	GROS|GROS_g08729.t1
