PPN01478	GPAL|GPLIN_001293100	GROS|GROS_g04709
PPN02844	GPAL|GPLIN_000079800	GROS|GROS_g03574
PPN02845	GPAL|GPLIN_000732300	GROS|GROS_g05040
PPN12270	GPAL|GPLIN_000802300	GROS|GROS_g08024
PPN08826	GPAL|GPLIN_000443700	GROS|GROS_g03320
PPN12271	GPAL|GPLIN_000803000	GROS|GROS_g10495
PPN04747	GPAL|GPLIN_001118900	GROS|GROS_g08540
PPN03524	GPAL|GPLIN_000034300	GROS|GROS_g10144
PPN03520	GPAL|GPLIN_001192200	GROS|GROS_g10404
PPN03521	GPAL|GPLIN_000881400	GROS|GROS_g03403
PPN12277	GPAL|GPLIN_000811000	GROS|GROS_g00396
PPN06310	GPAL|GPLIN_001161600	GROS|GROS_g00430
PPN04741	GPAL|GPLIN_000070300	GROS|GROS_g02253
PPN06312	GPAL|GPLIN_000565200	GROS|GROS_g12893
PPN06313	GPAL|GPLIN_000753100	GROS|GROS_g09227
PPN12274	GPAL|GPLIN_000810000	GROS|GROS_g06642
PPN04740	GPAL|GPLIN_000830400	GROS|GROS_g04174
PPN06236	GPAL|GPLIN_001234100	GROS|GROS_g05407
PPN11996	GPAL|GPLIN_000580800	GROS|GROS_g12754
PPN06317	GPAL|GPLIN_001559500	GROS|GROS_g02832
PPN06235	GPAL|GPLIN_000843400	GROS|GROS_g01985
PPN06234	GPAL|GPLIN_000205400	GROS|GROS_g03929
PPN12275	GPAL|GPLIN_000810100	GROS|GROS_g06648
PPN03830	GPAL|GPLIN_000459000	GROS|GROS_g05519
PPN04743	GPAL|GPLIN_000439600	GROS|GROS_g07545
PPN03831	GPAL|GPLIN_000543600	GROS|GROS_g11485
PPN06231	GPAL|GPLIN_000654700	GROS|GROS_g01202
PPN11223	GPAL|GPLIN_000486800	GROS|GROS_g12491
PPN06230	GPAL|GPLIN_000494500	GROS|GROS_g03945
PPN11228	GPAL|GPLIN_001194700	GROS|GROS_g04028
PPN03838	GPAL|GPLIN_000944200	GROS|GROS_g13019
PPN08866	GPAL|GPLIN_001432000	GROS|GROS_g05914
PPN03839	GPAL|GPLIN_001102100	GROS|GROS_g12449
PPN06540	GPAL|GPLIN_000965200	GROS|GROS_g06826
PPN04403	GPAL|GPLIN_000451900	GROS|GROS_g04254
PPN04855	GPAL|GPLIN_001141600	GROS|GROS_g10290
PPN01018	GPAL|GPLIN_000282700	GROS|GROS_g00480
PPN04854	GPAL|GPLIN_001033500	GROS|GROS_g01372
PPN01010	GPAL|GPLIN_001390300	GROS|GROS_g13293
PPN01016	GPAL|GPLIN_000924000	GROS|GROS_g09408
PPN01015	GPAL|GPLIN_001043900	GROS|GROS_g02753
PPN04500	GPAL|GPLIN_001371700	GROS|GROS_g10564
PPN05255	GPAL|GPLIN_001518100	GROS|GROS_g02180
PPN01438	GPAL|GPLIN_001357300	GROS|GROS_g12323
PPN04505	GPAL|GPLIN_000443000	GROS|GROS_g03307
PPN04159	GPAL|GPLIN_000335600	GROS|GROS_g11917
PPN04852	GPAL|GPLIN_000947100	GROS|GROS_g02728
PPN04408	GPAL|GPLIN_000701500	GROS|GROS_g06225
PPN03942	GPAL|GPLIN_001084300	GROS|GROS_g12516
PPN03940	GPAL|GPLIN_000640000	GROS|GROS_g06567
PPN03941	GPAL|GPLIN_000292700	GROS|GROS_g11693
PPN03946	GPAL|GPLIN_000640700	GROS|GROS_g08497
PPN03947	GPAL|GPLIN_000251200	GROS|GROS_g03143
PPN03944	GPAL|GPLIN_001403000	GROS|GROS_g10576
PPN03945	GPAL|GPLIN_000537400	GROS|GROS_g05251
PPN03948	GPAL|GPLIN_000428900	GROS|GROS_g02800
PPN03949	GPAL|GPLIN_000160500	GROS|GROS_g12277
PPN06516	GPAL|GPLIN_000256000	GROS|GROS_g04395
PPN08990	GPAL|GPLIN_000266000	GROS|GROS_g02380
PPN08991	GPAL|GPLIN_000268100	GROS|GROS_g00966
PPN08992	GPAL|GPLIN_000277700	GROS|GROS_g08509
PPN08993	GPAL|GPLIN_000279600	GROS|GROS_g00699
PPN08994	GPAL|GPLIN_000282400	GROS|GROS_g00474
PPN08995	GPAL|GPLIN_000287600	GROS|GROS_g08406
PPN08996	GPAL|GPLIN_001581300	GROS|GROS_g13832
PPN08997	GPAL|GPLIN_000322600	GROS|GROS_g06662
PPN08998	GPAL|GPLIN_000325400	GROS|GROS_g08389
PPN06517	GPAL|GPLIN_000669700	GROS|GROS_g12888
PPN06514	GPAL|GPLIN_000706200	GROS|GROS_g07489
PPN00762	GPAL|GPLIN_000016300	GROS|GROS_g12833
PPN12651	GPAL|GPLIN_001133200	GROS|GROS_g11289
PPN12934	GPAL|GPLIN_001419500	GROS|GROS_g13696
PPN12747	GPAL|GPLIN_001217500	GROS|GROS_g09604
PPN00999	GPAL|GPLIN_000623600	GROS|GROS_g06019
PPN00990	GPAL|GPLIN_000473900	GROS|GROS_g00375
PPN00991	GPAL|GPLIN_000633700	GROS|GROS_g07169
PPN00994	GPAL|GPLIN_000397900	GROS|GROS_g03041
PPN11416	GPAL|GPLIN_000090400	GROS|GROS_g01700
PPN03319	GPAL|GPLIN_000701800	GROS|GROS_g06230
PPN03318	GPAL|GPLIN_000166000	GROS|GROS_g13539
PPN03314	GPAL|GPLIN_000877900	GROS|GROS_g02905
PPN03313	GPAL|GPLIN_000876100	GROS|GROS_g02892
PPN03312	GPAL|GPLIN_000877500	GROS|GROS_g02900
PPN04509	GPAL|GPLIN_001313700	GROS|GROS_g05422
PPN04508	GPAL|GPLIN_001072400	GROS|GROS_g00045
PPN04859	GPAL|GPLIN_000002200	GROS|GROS_g02770
PPN04858	GPAL|GPLIN_000133500	GROS|GROS_g05609
PPN04503	GPAL|GPLIN_000900600	GROS|GROS_g13172
PPN04502	GPAL|GPLIN_000771200	GROS|GROS_g06761
PPN04501	GPAL|GPLIN_001015600	GROS|GROS_g12535
PPN04856	GPAL|GPLIN_000705200	GROS|GROS_g05166
PPN04507	GPAL|GPLIN_001305500	GROS|GROS_g13668
PPN04850	GPAL|GPLIN_000163400	GROS|GROS_g06477
PPN04504	GPAL|GPLIN_000648800	GROS|GROS_g00413
PPN11418	GPAL|GPLIN_000091500	GROS|GROS_g03852
PPN11417	GPAL|GPLIN_000091000	GROS|GROS_g00801
PPN11415	GPAL|GPLIN_000090300	GROS|GROS_g01699
PPN11414	GPAL|GPLIN_000088800	GROS|GROS_g05668
PPN11413	GPAL|GPLIN_000088000	GROS|GROS_g09134
PPN11412	GPAL|GPLIN_000086400	GROS|GROS_g05832
PPN11411	GPAL|GPLIN_000086300	GROS|GROS_g03627
PPN11410	GPAL|GPLIN_000086000	GROS|GROS_g03625
PPN12228	GPAL|GPLIN_000763300	GROS|GROS_g01014
PPN02040	GPAL|GPLIN_001367900	GROS|GROS_g00538
PPN02041	GPAL|GPLIN_000715300	GROS|GROS_g00747
PPN02043	GPAL|GPLIN_000131700	GROS|GROS_g04297
PPN02044	GPAL|GPLIN_000712700	GROS|GROS_g04972
PPN02046	GPAL|GPLIN_001151200	GROS|GROS_g02870
PPN02047	GPAL|GPLIN_000877200	GROS|GROS_g02877
PPN02048	GPAL|GPLIN_000877100	GROS|GROS_g02878
PPN02049	GPAL|GPLIN_000877000	GROS|GROS_g02879
PPN09018	GPAL|GPLIN_000489900	GROS|GROS_g00243
PPN11232	GPAL|GPLIN_000168300	GROS|GROS_g06675
PPN08762	GPAL|GPLIN_000185100	GROS|GROS_g11315
PPN08760	GPAL|GPLIN_000464100	GROS|GROS_g05131
PPN08765	GPAL|GPLIN_000108000	GROS|GROS_g04916
PPN08769	GPAL|GPLIN_000027000	GROS|GROS_g02353
PPN00574	GPAL|GPLIN_000089000	GROS|GROS_g05663
PPN06909	GPAL|GPLIN_000025800	GROS|GROS_g11030
PPN06908	GPAL|GPLIN_000018900	GROS|GROS_g10712
PPN02264	GPAL|GPLIN_001044000	GROS|GROS_g02751
PPN02265	GPAL|GPLIN_001159100	GROS|GROS_g08883
PPN02266	GPAL|GPLIN_000850600	GROS|GROS_g08785
PPN02267	GPAL|GPLIN_000486700	GROS|GROS_g12178
PPN02260	GPAL|GPLIN_000406300	GROS|GROS_g11764
PPN02261	GPAL|GPLIN_000474200	GROS|GROS_g00370
PPN02262	GPAL|GPLIN_000473500	GROS|GROS_g00378
PPN02263	GPAL|GPLIN_000338900	GROS|GROS_g13693
PPN04987	GPAL|GPLIN_001034400	GROS|GROS_g01165
PPN02268	GPAL|GPLIN_000887100	GROS|GROS_g01396
PPN02269	GPAL|GPLIN_000434200	GROS|GROS_g00869
PPN02598	GPAL|GPLIN_000434600	GROS|GROS_g00873
PPN02599	GPAL|GPLIN_000434700	GROS|GROS_g00874
PPN05066	GPAL|GPLIN_000778400	GROS|GROS_g07332
PPN05069	GPAL|GPLIN_000942300	GROS|GROS_g08254
PPN04986	GPAL|GPLIN_000169000	GROS|GROS_g06683
PPN12932	GPAL|GPLIN_001417200	GROS|GROS_g04004
PPN04985	GPAL|GPLIN_000693700	GROS|GROS_g02019
PPN04402	GPAL|GPLIN_001360100	GROS|GROS_g05643
PPN03887	GPAL|GPLIN_000446700	GROS|GROS_g07476
PPN03886	GPAL|GPLIN_000379800	GROS|GROS_g07310
PPN03885	GPAL|GPLIN_000172300	GROS|GROS_g10232
PPN03884	GPAL|GPLIN_001350800	GROS|GROS_g00818
PPN03883	GPAL|GPLIN_000739400	GROS|GROS_g10568
PPN03882	GPAL|GPLIN_000739700	GROS|GROS_g10572
PPN03881	GPAL|GPLIN_000752500	GROS|GROS_g05442
PPN03880	GPAL|GPLIN_000831600	GROS|GROS_g11767
PPN12337	GPAL|GPLIN_000858900	GROS|GROS_g06264
PPN12336	GPAL|GPLIN_000857000	GROS|GROS_g07665
PPN12335	GPAL|GPLIN_000856700	GROS|GROS_g08092
PPN12334	GPAL|GPLIN_000856200	GROS|GROS_g06767
PPN12333	GPAL|GPLIN_000855200	GROS|GROS_g06119
PPN09010	GPAL|GPLIN_000454200	GROS|GROS_g00111
PPN03889	GPAL|GPLIN_000542200	GROS|GROS_g10126
PPN03888	GPAL|GPLIN_000446600	GROS|GROS_g07475
PPN09011	GPAL|GPLIN_000458500	GROS|GROS_g05524
PPN09016	GPAL|GPLIN_000476000	GROS|GROS_g11280
PPN09017	GPAL|GPLIN_000487300	GROS|GROS_g08177
PPN09014	GPAL|GPLIN_000472400	GROS|GROS_g11569
PPN09015	GPAL|GPLIN_000475600	GROS|GROS_g02587
PPN04982	GPAL|GPLIN_001091200	GROS|GROS_g08543
PPN12236	GPAL|GPLIN_000768200	GROS|GROS_g06449
PPN04401	GPAL|GPLIN_000830500	GROS|GROS_g04175
PPN01760	GPAL|GPLIN_001119300	GROS|GROS_g04039
PPN01762	GPAL|GPLIN_000056100	GROS|GROS_g09970
PPN01765	GPAL|GPLIN_001248900	GROS|GROS_g12701
PPN01766	GPAL|GPLIN_000830100	GROS|GROS_g04170
PPN01767	GPAL|GPLIN_000052100	GROS|GROS_g04269
PPN01818	GPAL|GPLIN_000118800	GROS|GROS_g13192
PPN04406	GPAL|GPLIN_000614600	GROS|GROS_g11551
PPN08319	GPAL|GPLIN_001071300	GROS|GROS_g03882
PPN04407	GPAL|GPLIN_001108400	GROS|GROS_g03923
PPN12360	GPAL|GPLIN_000886500	GROS|GROS_g07830
PPN08313	GPAL|GPLIN_001012600	GROS|GROS_g05286
PPN12801	GPAL|GPLIN_001267000	GROS|GROS_g13282
PPN04405	GPAL|GPLIN_000580600	GROS|GROS_g04049
PPN12803	GPAL|GPLIN_001267700	GROS|GROS_g05677
PPN12802	GPAL|GPLIN_001267300	GROS|GROS_g11463
PPN12805	GPAL|GPLIN_001269600	GROS|GROS_g11149
PPN12804	GPAL|GPLIN_001269300	GROS|GROS_g03205
PPN12807	GPAL|GPLIN_001269800	GROS|GROS_g03677
PPN12809	GPAL|GPLIN_001272900	GROS|GROS_g03605
PPN12808	GPAL|GPLIN_001272400	GROS|GROS_g13923
PPN06901	GPAL|GPLIN_001561000	GROS|GROS_g08506
PPN02866	GPAL|GPLIN_000484000	GROS|GROS_g09714
PPN02867	GPAL|GPLIN_000839800	GROS|GROS_g02822
PPN02863	GPAL|GPLIN_000690500	GROS|GROS_g10793
PPN02860	GPAL|GPLIN_001145700	GROS|GROS_g10993
PPN06902	GPAL|GPLIN_000525800	GROS|GROS_g09501
PPN06905	GPAL|GPLIN_000011100	GROS|GROS_g02562
PPN06121	GPAL|GPLIN_000960000	GROS|GROS_g01632
PPN06907	GPAL|GPLIN_000015600	GROS|GROS_g06205
PPN06906	GPAL|GPLIN_000011900	GROS|GROS_g02552
PPN01006	GPAL|GPLIN_000808900	GROS|GROS_g05025
PPN12286	GPAL|GPLIN_000818000	GROS|GROS_g08534
PPN11758	GPAL|GPLIN_000380300	GROS|GROS_g02983
PPN11759	GPAL|GPLIN_000380400	GROS|GROS_g02984
PPN12510	GPAL|GPLIN_000996800	GROS|GROS_g07677
PPN02596	GPAL|GPLIN_000070000	GROS|GROS_g02257
PPN02597	GPAL|GPLIN_000071300	GROS|GROS_g02244
PPN03058	GPAL|GPLIN_000236200	GROS|GROS_g11840
PPN03059	GPAL|GPLIN_000409100	GROS|GROS_g06966
PPN03054	GPAL|GPLIN_000942400	GROS|GROS_g08255
PPN03056	GPAL|GPLIN_000721100	GROS|GROS_g02615
PPN03505	GPAL|GPLIN_000490900	GROS|GROS_g00251
PPN02679	GPAL|GPLIN_001424200	GROS|GROS_g01302
PPN02678	GPAL|GPLIN_001137700	GROS|GROS_g04821
PPN02590	GPAL|GPLIN_000462100	GROS|GROS_g11427
PPN06153	GPAL|GPLIN_001123100	GROS|GROS_g12352
PPN02673	GPAL|GPLIN_000145000	GROS|GROS_g04250
PPN02672	GPAL|GPLIN_000270300	GROS|GROS_g00998
PPN02671	GPAL|GPLIN_000515700	GROS|GROS_g03452
PPN02677	GPAL|GPLIN_001346600	GROS|GROS_g08232
PPN02676	GPAL|GPLIN_000829600	GROS|GROS_g09184
PPN02675	GPAL|GPLIN_000065400	GROS|GROS_g01845
PPN02674	GPAL|GPLIN_000284300	GROS|GROS_g09892
PPN12285	GPAL|GPLIN_000817900	GROS|GROS_g08533
PPN06157	GPAL|GPLIN_000361000	GROS|GROS_g12315
PPN05908	GPAL|GPLIN_001070700	GROS|GROS_g09290
PPN05909	GPAL|GPLIN_001290000	GROS|GROS_g12409
PPN12490	GPAL|GPLIN_000976100	GROS|GROS_g10314
PPN08507	GPAL|GPLIN_000004700	GROS|GROS_g08547
PPN06159	GPAL|GPLIN_000900700	GROS|GROS_g13174
PPN08506	GPAL|GPLIN_001388700	GROS|GROS_g13193
PPN08504	GPAL|GPLIN_000825000	GROS|GROS_g07866
PPN06145	GPAL|GPLIN_000460600	GROS|GROS_g09975
PPN05063	GPAL|GPLIN_001017500	GROS|GROS_g04151
PPN12255	GPAL|GPLIN_000785000	GROS|GROS_g07814
PPN08500	GPAL|GPLIN_000820500	GROS|GROS_g09997
PPN04745	GPAL|GPLIN_001389700	GROS|GROS_g03279
PPN04744	GPAL|GPLIN_000451500	GROS|GROS_g04258
PPN04031	GPAL|GPLIN_000819300	GROS|GROS_g00521
PPN04746	GPAL|GPLIN_000451600	GROS|GROS_g04257
PPN04037	GPAL|GPLIN_000464700	GROS|GROS_g05125
PPN04036	GPAL|GPLIN_001023200	GROS|GROS_g05158
PPN00740	GPAL|GPLIN_000813800	GROS|GROS_g05671
PPN00742	GPAL|GPLIN_000231800	GROS|GROS_g04079
PPN00745	GPAL|GPLIN_000278200	GROS|GROS_g00678
PPN00744	GPAL|GPLIN_000104500	GROS|GROS_g01241
PPN00746	GPAL|GPLIN_000251000	GROS|GROS_g03146
PPN00749	GPAL|GPLIN_001104900	GROS|GROS_g04131
PPN06146	GPAL|GPLIN_000565300	GROS|GROS_g12892
PPN04039	GPAL|GPLIN_000464900	GROS|GROS_g05123
PPN12251	GPAL|GPLIN_000783800	GROS|GROS_g01963
PPN12252	GPAL|GPLIN_000783900	GROS|GROS_g01964
PPN00350	GPAL|GPLIN_000206700	GROS|GROS_g07023
PPN12478	GPAL|GPLIN_000966500	GROS|GROS_g08049
PPN12479	GPAL|GPLIN_000967000	GROS|GROS_g08054
PPN04356	GPAL|GPLIN_000884100	GROS|GROS_g13164
PPN12470	GPAL|GPLIN_000962500	GROS|GROS_g12870
PPN12471	GPAL|GPLIN_000962600	GROS|GROS_g13400
PPN12472	GPAL|GPLIN_000962700	GROS|GROS_g05684
PPN12473	GPAL|GPLIN_000962800	GROS|GROS_g05685
PPN12474	GPAL|GPLIN_000963200	GROS|GROS_g10648
PPN12475	GPAL|GPLIN_000963300	GROS|GROS_g10647
PPN12476	GPAL|GPLIN_000964300	GROS|GROS_g14152
PPN12477	GPAL|GPLIN_000964400	GROS|GROS_g12896
PPN02388	GPAL|GPLIN_000292200	GROS|GROS_g11688
PPN02382	GPAL|GPLIN_000392800	GROS|GROS_g00892
PPN01593	GPAL|GPLIN_001356000	GROS|GROS_g00048
PPN01592	GPAL|GPLIN_000506700	GROS|GROS_g05002
PPN01591	GPAL|GPLIN_000189800	GROS|GROS_g00334
PPN01590	GPAL|GPLIN_000189700	GROS|GROS_g00335
PPN01596	GPAL|GPLIN_001170000	GROS|GROS_g09371
PPN01595	GPAL|GPLIN_000353000	GROS|GROS_g01480
PPN01594	GPAL|GPLIN_001087500	GROS|GROS_g02811
PPN06757	GPAL|GPLIN_000064800	GROS|GROS_g13318
PPN06530	GPAL|GPLIN_000010700	GROS|GROS_g02567
PPN03337	GPAL|GPLIN_000092600	GROS|GROS_g07357
PPN03336	GPAL|GPLIN_000157900	GROS|GROS_g08241
PPN06748	GPAL|GPLIN_000267500	GROS|GROS_g00957
PPN03339	GPAL|GPLIN_000907200	GROS|GROS_g10640
PPN04521	GPAL|GPLIN_000816900	GROS|GROS_g02670
PPN04520	GPAL|GPLIN_000988000	GROS|GROS_g11055
PPN04523	GPAL|GPLIN_000012600	GROS|GROS_g02538
PPN04522	GPAL|GPLIN_000127200	GROS|GROS_g05228
PPN04525	GPAL|GPLIN_000937900	GROS|GROS_g00650
PPN04524	GPAL|GPLIN_001165100	GROS|GROS_g08524
PPN04527	GPAL|GPLIN_000242100	GROS|GROS_g05477
PPN04526	GPAL|GPLIN_000842500	GROS|GROS_g01999
PPN04529	GPAL|GPLIN_000131200	GROS|GROS_g05872
PPN04528	GPAL|GPLIN_000797100	GROS|GROS_g04202
PPN06531	GPAL|GPLIN_000571100	GROS|GROS_g03363
PPN12259	GPAL|GPLIN_000790900	GROS|GROS_g13117
PPN11800	GPAL|GPLIN_000412000	GROS|GROS_g02926
PPN11801	GPAL|GPLIN_000413600	GROS|GROS_g14272
PPN06061	GPAL|GPLIN_001327200	GROS|GROS_g00428
PPN11435	GPAL|GPLIN_000108700	GROS|GROS_g04922
PPN11434	GPAL|GPLIN_000107900	GROS|GROS_g04915
PPN11437	GPAL|GPLIN_000112000	GROS|GROS_g08888
PPN11371	GPAL|GPLIN_000044000	GROS|GROS_g04876
PPN11431	GPAL|GPLIN_000107400	GROS|GROS_g05066
PPN11430	GPAL|GPLIN_000107200	GROS|GROS_g05068
PPN11433	GPAL|GPLIN_000107800	GROS|GROS_g04914
PPN11432	GPAL|GPLIN_000107600	GROS|GROS_g04913
PPN11929	GPAL|GPLIN_000524600	GROS|GROS_g03478
PPN11928	GPAL|GPLIN_000524500	GROS|GROS_g03467
PPN11439	GPAL|GPLIN_000114400	GROS|GROS_g10109
PPN11438	GPAL|GPLIN_000113700	GROS|GROS_g10914
PPN11805	GPAL|GPLIN_000416500	GROS|GROS_g10798
PPN11806	GPAL|GPLIN_000416700	GROS|GROS_g10797
PPN11699	GPAL|GPLIN_000342800	GROS|GROS_g13138
PPN11698	GPAL|GPLIN_000342300	GROS|GROS_g02642
PPN11691	GPAL|GPLIN_000333400	GROS|GROS_g04648
PPN11693	GPAL|GPLIN_000337900	GROS|GROS_g09781
PPN11692	GPAL|GPLIN_000334700	GROS|GROS_g01075
PPN11695	GPAL|GPLIN_000339100	GROS|GROS_g07768
PPN11694	GPAL|GPLIN_000338600	GROS|GROS_g09787
PPN11697	GPAL|GPLIN_000341500	GROS|GROS_g11894
PPN11696	GPAL|GPLIN_000340100	GROS|GROS_g07758
PPN02066	GPAL|GPLIN_000354800	GROS|GROS_g05838
PPN02067	GPAL|GPLIN_000353400	GROS|GROS_g01468
PPN02064	GPAL|GPLIN_000703700	GROS|GROS_g06253
PPN02062	GPAL|GPLIN_000704100	GROS|GROS_g12253
PPN02060	GPAL|GPLIN_000302900	GROS|GROS_g02277
PPN02069	GPAL|GPLIN_000355000	GROS|GROS_g05842
PPN06967	GPAL|GPLIN_000443600	GROS|GROS_g03314
PPN06966	GPAL|GPLIN_000434400	GROS|GROS_g00871
PPN06965	GPAL|GPLIN_000428100	GROS|GROS_g02791
PPN06964	GPAL|GPLIN_000425600	GROS|GROS_g06858
PPN06963	GPAL|GPLIN_000397300	GROS|GROS_g03048
PPN06962	GPAL|GPLIN_000378400	GROS|GROS_g00601
PPN06961	GPAL|GPLIN_000366600	GROS|GROS_g00713
PPN06960	GPAL|GPLIN_000364500	GROS|GROS_g03266
PPN06969	GPAL|GPLIN_000452900	GROS|GROS_g00097
PPN06968	GPAL|GPLIN_000443800	GROS|GROS_g06735
PPN02249	GPAL|GPLIN_000410100	GROS|GROS_g06975
PPN02243	GPAL|GPLIN_000917000	GROS|GROS_g11081
PPN02240	GPAL|GPLIN_000584100	GROS|GROS_g10818
PPN02241	GPAL|GPLIN_000409000	GROS|GROS_g06963
PPN02247	GPAL|GPLIN_000651400	GROS|GROS_g08718
PPN02244	GPAL|GPLIN_000013600	GROS|GROS_g02526
PPN11620	GPAL|GPLIN_000266100	GROS|GROS_g02381
PPN11621	GPAL|GPLIN_000266200	GROS|GROS_g02382
PPN11622	GPAL|GPLIN_000266600	GROS|GROS_g02387
PPN11625	GPAL|GPLIN_000270800	GROS|GROS_g01004
PPN11626	GPAL|GPLIN_000271300	GROS|GROS_g01008
PPN11627	GPAL|GPLIN_000271500	GROS|GROS_g08165
PPN12339	GPAL|GPLIN_000862000	GROS|GROS_g10005
PPN12338	GPAL|GPLIN_000859300	GROS|GROS_g06259
PPN08749	GPAL|GPLIN_001274100	GROS|GROS_g02327
PPN08742	GPAL|GPLIN_000213600	GROS|GROS_g00332
PPN08744	GPAL|GPLIN_001006600	GROS|GROS_g06626
PPN08747	GPAL|GPLIN_000013500	GROS|GROS_g02527
PPN12332	GPAL|GPLIN_000854800	GROS|GROS_g12779
PPN12331	GPAL|GPLIN_000851300	GROS|GROS_g08794
PPN12315	GPAL|GPLIN_000842100	GROS|GROS_g02004
PPN12314	GPAL|GPLIN_000836500	GROS|GROS_g12869
PPN12311	GPAL|GPLIN_000833300	GROS|GROS_g10286
PPN12310	GPAL|GPLIN_000833200	GROS|GROS_g08313
PPN12313	GPAL|GPLIN_000835700	GROS|GROS_g08110
PPN12312	GPAL|GPLIN_000835600	GROS|GROS_g07669
PPN01601	GPAL|GPLIN_001111900	GROS|GROS_g06864
PPN01600	GPAL|GPLIN_000321500	GROS|GROS_g09662
PPN01606	GPAL|GPLIN_000352600	GROS|GROS_g03659
PPN01604	GPAL|GPLIN_001159300	GROS|GROS_g08882
PPN05046	GPAL|GPLIN_000080200	GROS|GROS_g03579
PPN12437	GPAL|GPLIN_000942900	GROS|GROS_g06515
PPN01746	GPAL|GPLIN_000942100	GROS|GROS_g08252
PPN01744	GPAL|GPLIN_000367300	GROS|GROS_g00720
PPN01745	GPAL|GPLIN_000587700	GROS|GROS_g06106
PPN01742	GPAL|GPLIN_000131600	GROS|GROS_g04296
PPN01741	GPAL|GPLIN_000819700	GROS|GROS_g00515
PPN12430	GPAL|GPLIN_000939300	GROS|GROS_g03201
PPN01748	GPAL|GPLIN_000415900	GROS|GROS_g07824
PPN01749	GPAL|GPLIN_000093800	GROS|GROS_g03911
PPN12431	GPAL|GPLIN_000939400	GROS|GROS_g10621
PPN06449	GPAL|GPLIN_000307700	GROS|GROS_g06299
PPN09137	GPAL|GPLIN_001077900	GROS|GROS_g09535
PPN09136	GPAL|GPLIN_001076500	GROS|GROS_g03077
PPN09131	GPAL|GPLIN_001047500	GROS|GROS_g04864
PPN11610	GPAL|GPLIN_000258600	GROS|GROS_g05092
PPN09130	GPAL|GPLIN_001046800	GROS|GROS_g04735
PPN12433	GPAL|GPLIN_000940300	GROS|GROS_g12100
PPN09132	GPAL|GPLIN_001061300	GROS|GROS_g10261
PPN12867	GPAL|GPLIN_001336600	GROS|GROS_g10691
PPN12865	GPAL|GPLIN_001333900	GROS|GROS_g11366
PPN06794	GPAL|GPLIN_000434000	GROS|GROS_g01418
PPN12863	GPAL|GPLIN_001333500	GROS|GROS_g13745
PPN12862	GPAL|GPLIN_001330200	GROS|GROS_g10675
PPN12861	GPAL|GPLIN_001329800	GROS|GROS_g04310
PPN11346	GPAL|GPLIN_000026700	GROS|GROS_g02357
PPN12869	GPAL|GPLIN_001340000	GROS|GROS_g03502
PPN12868	GPAL|GPLIN_001339600	GROS|GROS_g09234
PPN02804	GPAL|GPLIN_000169700	GROS|GROS_g06693
PPN02803	GPAL|GPLIN_000928400	GROS|GROS_g05553
PPN02808	GPAL|GPLIN_000172200	GROS|GROS_g10231
PPN02809	GPAL|GPLIN_000788500	GROS|GROS_g01776
PPN06795	GPAL|GPLIN_000552000	GROS|GROS_g07946
PPN04958	GPAL|GPLIN_001121600	GROS|GROS_g00658
PPN04959	GPAL|GPLIN_000329500	GROS|GROS_g04852
PPN08667	GPAL|GPLIN_000405500	GROS|GROS_g06875
PPN04950	GPAL|GPLIN_000573000	GROS|GROS_g00149
PPN04951	GPAL|GPLIN_000078400	GROS|GROS_g03560
PPN04952	GPAL|GPLIN_000453600	GROS|GROS_g00105
PPN04953	GPAL|GPLIN_000511600	GROS|GROS_g00036
PPN04954	GPAL|GPLIN_000463700	GROS|GROS_g05567
PPN04955	GPAL|GPLIN_000510100	GROS|GROS_g11214
PPN04956	GPAL|GPLIN_000374000	GROS|GROS_g02854
PPN04957	GPAL|GPLIN_000131800	GROS|GROS_g04298
PPN08665	GPAL|GPLIN_001148200	GROS|GROS_g12852
PPN06797	GPAL|GPLIN_000009700	GROS|GROS_g04459
PPN11598	GPAL|GPLIN_000245500	GROS|GROS_g01588
PPN11592	GPAL|GPLIN_000241000	GROS|GROS_g14252
PPN11590	GPAL|GPLIN_000238000	GROS|GROS_g13241
PPN06790	GPAL|GPLIN_000490400	GROS|GROS_g00249
PPN11596	GPAL|GPLIN_000244500	GROS|GROS_g12451
PPN11594	GPAL|GPLIN_000241200	GROS|GROS_g09038
PPN04925	GPAL|GPLIN_000498400	GROS|GROS_g05466
PPN04924	GPAL|GPLIN_001256600	GROS|GROS_g06872
PPN04927	GPAL|GPLIN_000742400	GROS|GROS_g03873
PPN01817	GPAL|GPLIN_000118500	GROS|GROS_g13189
PPN04926	GPAL|GPLIN_000425000	GROS|GROS_g11506
PPN04921	GPAL|GPLIN_000466000	GROS|GROS_g13440
PPN04920	GPAL|GPLIN_000366800	GROS|GROS_g00715
PPN04923	GPAL|GPLIN_001028600	GROS|GROS_g06903
PPN03296	GPAL|GPLIN_000128200	GROS|GROS_g09869
PPN03294	GPAL|GPLIN_001480200	GROS|GROS_g12464
PPN12572	GPAL|GPLIN_001051800	GROS|GROS_g04376
PPN11778	GPAL|GPLIN_000399400	GROS|GROS_g08212
PPN06792	GPAL|GPLIN_001076700	GROS|GROS_g03081
PPN11776	GPAL|GPLIN_000397700	GROS|GROS_g03043
PPN11777	GPAL|GPLIN_000398000	GROS|GROS_g03039
PPN11775	GPAL|GPLIN_000395700	GROS|GROS_g04841
